from_name,from_address,subject,body_text,name,office_sought,party_affiliation,office_level,district_type,final_website,crawl_date,source,state,type,subtype,date,hour,day,uid_email,uid_inbox,incumbent
Kathleen Williams,teamwilliams@kathleenformontana.com,Thank you so much,"Team -- Thank you for the incredible hard work you’ve put in this past month. Not only did we surpass o
Kathleen Williams for Congress
Team -- Thank you for the incredible hard work you’ve put in this past month.
Not only did we surpass our fundraising goal for February, but we’re now standing on stronger footing as we move closer to Election Day.
Everything we do from hitting the road, meeting voters, sending out flyers and running online ads is powered entirely by your donations. Because of you, we’re well on our way to building the strongest campaign Montana has ever seen.
For that, I want to say thank you.
But, the most important thing to me in running this race is listening to Montanans. That’s why we spend time on the road reaching as many communities as possible. Now we have another opportunity to ensure that your voice is heard.
Take my new survey for March, and let me know what’s the top issue you fight for or face every day. Your response shapes my agenda as we move closer to November. We take every chance we get to listen to the voters, and this is one of the most powerful tools we have.
Thank you,
Kathleen Williams
Kathleen Williams for Congress
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-03-02,18,Mon,ce0f195563371ffd42b7f7d29c0d36c7,08f13962c5b2090e32c902552a4ff634,No
Jeff Allen,teamwilliams@kathleenformontana.com,By midnight tonight,"I just wanted to send a quick email. Today is our absolute final day to get our digital ads across s
Kathleen Williams for Congress
I just wanted to send a quick email.
Today is our absolute final day to get our digital ads across social media platforms.
These final ads will be up through Election Day, so we need to raise enough resources so they will reach the voters that need to hear Kathleen's message.
We’re still under 50% of the way to our $15,000 goal. Will you help bring in as many resources as possible before our first deadline tonight?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
Thank you,
Jeff Allen
Campaign Manager
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Make sure you have a plan and be sure to vote early! Check your voter registration and key voting dates here.
Paid for by Kathleen Williams for Montana.
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-10-27,17,Tue,e88a9b00268126bece4a304226feacdb,08f13962c5b2090e32c902552a4ff634,No
Team Kathleen,teamwilliams@kathleenformontana.com,There are only 5 months left,"We want to make sure you saw this note straight from Kathleen. We have a five-month sprint until No
We want to make sure you saw this note straight from Kathleen. We have a five-month sprint until November’s General Election and we need your help to make sure Kathleen wins!
We need everyone to be all in for Kathleen and we’re starting with our most important group -- you, our grassroots supporters.
That’s why we’re asking if you will chip in $5 right now to celebrate our win in Tuesday primaries and prepare for the flood of out-of-state cash looking to stop our momentum and cut down our campaign. We want to get another 173 donations before midnight!
Thank you,
Team Kathleen
\-----Forwarded Message-----
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
It’s official, we won the primary!
We are now the official Democratic campaign that will stand against Matt Rosendale in November’s historic election. But already he and his allies are misrepresenting me and my record.
It’s time for the final sprint.
We’re on track to make history in Montana, but it’s not going to be an easy road; we’re up against a mountain of dark money resources. Will you chip in to help us fend off whatever outside national Republican Super PACs throw at us to defeat our campaign?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50 $100 Other
Republicans are scared that one of their own is going to lose this election. They’re worried that a real independent leader for Montana is going to make decisions that put Montanans first and will find solutions by working across the aisle.
Let’s make sure that their fears come true. It’s not an easy road to Washington, but it’s one we’ll travel together. Help us build a winning path ahead by chipping in $12.
Thank you,
Kathleen Williams
Kathleen Williams for Congress
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-06-05,17,Fri,b555a05cd3dbabbe07f45f28a5df8eb5,08f13962c5b2090e32c902552a4ff634,No
Team Kathleen,teamwilliams@kathleenformontana.com,Here we go!,"Team, the clock doesn’t lie, we’re in the final hours before April turns into May and we need your help
Donation countdown-- Donate now
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Team, the clock doesn’t lie, we’re in the final hours before April turns into May and we need your help to get the last 77 donations we need. Will you send in your donation before midnight?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50 $100 Other
Now, more than ever, we need real leadership in Washington that’s going to get the job done for Montanans. Kathleen is the person to give us just that. Our opponents will stop at nothing to lie about Kathleen’s record and get in the way of progress.
We need your help to build on our momentum. Will you help out our campaign in the biggest crunch it’s seen yet by chipping in $20 right now?
Thank you,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans, and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-04-30,15,Thu,d8767e43c8816df36a50c168fccb12cb,08f13962c5b2090e32c902552a4ff634,No
Blake Thompson,teamwilliams@kathleenformontana.com,Today we pass another milestone,"Today, we’re one month away from November’s General Election. This election will help determine the future of Montana. While Kathleen continues to fi
Kathleen Williams for Congress
Team,
Today, we’re one month away from November’s General Election.
This election will help determine the future of Montana. While Kathleen continues to fight for small businesses, public lands and protecting our communities’ health and safety, our Republican opponent would rather fight for his insurance donors.
But right now, our race is still neck and neck. We are just 31 days away from the most important elections of our lifetimes. Will you help change the tide of the race and push Kathleen forward with a $15 donation today?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
Kathleen is ready to take her years of experience to be Montana’s only voice in the House. But national GOP groups are spending millions of dollars to muddy the waters and make Montana sound more like Washington.
Let’s show them that no dollar amount they throw at us will change this fact of the race: Kathleen is the best choice for our future. Help build our path forward with a $15 donation today.
Thank you,
Blake Thompson
Finance Director
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE WEEKLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Make sure you have a plan and be sure to vote early! Check your voter registration and key voting dates here.
Paid for by Kathleen Williams for Montana. Authorized by Biden for President.
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-10-03,12,Sat,4353b165a0e195e54ef191a6657e9cb8,08f13962c5b2090e32c902552a4ff634,No
Team Kathleen,teamwilliams@kathleenformontana.com,Kathleen is truly fighting for Montanans,"We’re happy to announce that Kathleen has been endorsed by the Montana Federation of Public Employees! MFPE isn’t just Montana’s largest union, it’s m
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Supporters,
We’re happy to announce that Kathleen has been endorsed by the Montana Federation of Public Employees!
Kathleen Williams for Congress MFPE Endorsement
MFPE isn’t just Montana’s largest union, it’s made up of a diverse workforce of educators, healthcare providers and public employees of all levels working across every one of our communities.
What do they all have in common? They all know that Kathleen is in this fight for them -- and for a better future for all Montanans.
Stand with thousands of these Montana heroes by chipping in $20 to Kathleen’s campaign for Congress. The MFEP knows what we do: that Kathleen’s independent leadership is desperately needed on Capitol Hill.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25
$50 $100
$250 Other
We’re building momentum and with this latest endorsement, we’re on track to make history in Montana and we want you to be a part of it.
We can’t do this alone. If you’re ready to stand with so many Montana workers and endorse Kathleen for Montana’s next Representative, please rush in $20 today.
Thank you,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-04-08,17,Wed,f00f35bf8b2681160b4170a6d258e710,08f13962c5b2090e32c902552a4ff634,No
Blake Thompson,teamwilliams@kathleenformontana.com,re: corruption,"Let me tell you when I saw this headline, my jaw dropped. Senators used their position of power to s
Let me tell you when I saw this headline, my jaw dropped.
Senators used their position of power to sell off millions of dollars worth of stock while our nation faces the worst public health crisis we’ve faced in decades.
Enough is enough! It’s time to put a stop to the status quo and elect a leader who will fight corruption on Day 1. I know Kathleen is that leader, and I need your help to send her independent voice to Congress in November. Will you sign the pledge today?
Thank you,
Blake Thompson
Finance Director
Kathleen Williams for Montana
\------Forwarded Message------
Kathleen Williams for Congress
This is downright corrupt:
This is what happens when we let corrupt public officials lead. Instead of finding solutions to the worst pandemic in decades, four senators sold off millions of dollars worth of stock to benefit their own personal fortunes.
This is exactly the kind of lack of ethics Kathleen has stood against since Day 1.
No matter what branch of government, it’s up to us to elect public officials dedicated to ending corruption everywhere. That’s why we need to send a clear message that we stand for public service, not profiteering
Will you add your name to our team's pledge to send real and authentic leadership like Kathleen’s to Congress?
Kathleen’s independent and honest voice is what we need fighting for Montanans. She’ll put our best interests first, not her pocketbook.
We need Kathleen’s leadership on Capitol Hill now. If you’re ready to elect a corruption busting, resource-saving representative, add your name to our pledge to send Kathleen to Congress!
Thank you,
Team Kathleen
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-04-03,13,Fri,990b99049ea445fe17bd4de05dfc0ffc,08f13962c5b2090e32c902552a4ff634,No
Montana HQ,teamwilliams@kathleenformontana.com,New leadership is coming -- with your help,"There’s only one more day until we have to publicly report our campaign fundraising to the FEC. And we still need to make up the remaining $3,459 to s
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
There’s only one more day until we have to publicly report our campaign fundraising to the FEC. And we still need to make up the remaining $3,459 to successfully close the books for March.
We know these are challenging times, but will you help us out with a $5 contribution right now?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
Immediately Donate $5
Immediately Donate $10
Immediately Donate $25
Immediately Donate $100
Or, donate another amount
This is our moment to shine. Especially since dark money, special interests are flooding Montana with money.
The minute they see our report, they’ll be ready to pounce with attack ads, backed by anonymous millionaires trying to force Kathleen and our campaign to falter.
We won’t let them take Montana. Even $2 can help us turn the tide and bring up our numbers.
Thank you,
Montana HQ
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-03-30,15,Mon,102489b88d8d1398a8a85cf23e4495e8,08f13962c5b2090e32c902552a4ff634,No
Kathleen Williams,teamwilliams@kathleenformontana.com,re: we will stand up for Montana’s vulnerable,"The fact that the cost of healthcare continues to soar is unacceptable, and we’re saying, no more. It’s time for our government to hear us loud and c
During this public health crisis, the fact that the cost of healthcare continues to soar is unacceptable, and we’re saying, ""no more.""
It’s time for our government to hear us loud and clear: we need to lower the cost of prescription drug prices.
Sign your name to my newest petition today demanding Congress tackle the ballooning costs of prescription drugs. We still need 784 signers by tonight, in order to make all of our voices heard. Will you sign up?
The more united our voices are, the stronger a message we’ll be able to send!
Thank you,
Kathleen Williams
Kathleen Williams for Congress
\-----Forwarded Message-----
Kathleen Williams for Congress
Right now, our country is facing a healthcare crisis. What makes that even worse? Soaring prescription drug prices.
When it’s cheaper to get prescription drugs from Canada, you know we have a problem. There’s no good reason why the richest country in the world is forcing people to choose between filling their prescriptions and keeping the lights on.
But that’s the reality for countless Montanans. We need action. We need 5,000 of Kathleen’s grassroots team to sign her newest petition: Demand the Senate take action to lower prescription drug costs.
Critical drugs to manage diabetes, address heart disease, and shrink tumors all continue to have skyrocketing costs. Some even cost over $20,000 for one month’s supply.
There’s no more room to just sit by. Sick Montanans need advocates and it’s up to us to ensure their voices are heard by raising ours.
Stand with Montanans today. Add your name to Kathleen’s petition. Let’s lower prescription drug prices together.
SIGN HERE
Thank you,
Kathleen Williams for Congress
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-03-17,16,Tue,cad22935e0298027008dec327d0e3413,08f13962c5b2090e32c902552a4ff634,No
Jon Tester,teamwilliams@kathleenformontana.com,An important ask,"Folks, November’s elections will be the most important in recent memory. For us in Big Sky Country, th
Kathleen Williams for Congress
Please be safe and follow CDC guidance during the coronavirus outbreak. As our country works through this difficult time, please join me in reaching out to those in need or who are feeling isolated - we are all in this together.
Folks, November’s elections will be the most important in recent memory.
For us in Big Sky Country, that means rejecting politicians who’d rather be buddy-buddy with industry insiders, than protect our communities and public lands. That’s why we have to stand with Kathleen Williams as she fights to be a representative for the people.
This race is one of the most competitive in the country. We need to all work together to keep Kathleen’s campaign running strong as she works to flip Montana’s lone House seat from red to blue. Rush in $25 right now to make it possible.
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
Democrats are facing a flood of opposition. Not only is the Montana GOP hustling every donor they can find, they’ve welcomed in the same type of Washington GOP groups that attacked me two years ago to tilt the election in Maryland Matt’s favor.
We can’t let their efforts go unopposed. That’s why we need your $25 today.
People are stronger than the big special interests. That’s why I’m joining the fight and mobilizing as many people as possible to get Kathleen elected in November. The primaries are over, Kathleen will be our champion in November’s elections and she needs a strong grassroots team standing with her.
Will you stand with me and Kathleen and fight to elect her to Congress in 2020? Chip in today.
Thank you,
Jon Tester
U.S. Senator from Montana
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE MONTHLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Paid for by Kathleen Williams for Montana
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-06-30,16,Tue,b79cc986c3502b1a5012d7d9616118fa,08f13962c5b2090e32c902552a4ff634,No
Kathleen Williams,teamwilliams@kathleenformontana.com,Why I fight,"There’s a lot of lies being spread about me and my record, so I wanted to tell you why I fight for t
Kathleen Williams for Congress
There’s a lot of lies being spread about me and my record, so I wanted to tell you why I'm fighting to get to Congress.
As a natural resource expert and dedicated public servant, it’s been my honor to work with so many Montanans to balance the needs of our economy and communities with the importance of protecting our storied outdoor heritage. I’ve worked to reduce the amount of money in campaigns, cut taxes and red tape, help farmers and ranchers, and create jobs.
Maryland Matt on the other hand would rather have you ignore the facts and listen to falsehoods about me that his Super PAC donors are helping him spread. We need to set things straight and we need your $20 to make it happen. Will you donate right now?
If you've saved your payment information with ActBlue Express, your donation will go through immediately:
$10 $25 $50
$100 $250 Other
I worked to expand access to quality healthcare. Matt Rosendale pushed junk insurance plans that don’t even cover pre-existing conditions.
The numbers don’t lie: Maryland Matt is in the business of turning his political connections into gaining more power and influence over the way Montanans live their lives.
If Maryland Matt wants to go back to the DC area, he should do it on his dime, not ours. Can I count on you to support me and my campaign today, and stop Rosendale’s march to Washington with a $20 donation?
Thank you,
Kathleen Williams
Kathleen Williams for Congress
Kathleen Williams is a fighter for Montana. She is running for Congress to fix our broken health care system, foster opportunity for all Montanans and protect Montana's outdoor heritage.
CONTRIBUTE WEEKLY
To donate via mail, please send a contribution to PO BOX 548 BOZEMAN, MT 59771
Make sure you have a plan and be sure to vote early! Check your voter registration and key voting dates here.
Paid for by Kathleen Williams for Montana.
This email was sent to [[EMAIL_REDACTED]]. Don't want to receive these emails anymore? Unsubscribe
Kathleen Williams, P.O. Box 548 Bozeman, MT 59771",Kathleen Williams,U.S. House Montana At-large District,Democratic Party,Federal,Congress,https://kathleenformontana.com/,12-02-2019,ballotpedia-campaign,,,,2020-10-23,15,Fri,5116fdc84bcfade7cdc353a8291b08da,08f13962c5b2090e32c902552a4ff634,No
